"","x"
"70","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"71","The amazon, GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/WNZ9ZHdKls"
"72","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"73","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"74","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"75","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"76","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"77","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"78","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"79","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"80","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"81","RT @SEGA: The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/s…"
"82","The @amazon, @GameStop, and EBGames.CA pre-order links are now live for 7th Dragon III Code: VFD! Pre-order today! https://t.co/srXj5S5FDL"
"83","No more Mew cards at any of my local EBGames? via /r/pokemon @fiferdodo https://t.co/JeaV37AEvv"
"84","Finished my BFMystery set. Don't know why some have GS stickers. I obvi bought them all at EBGames. Need 3 more Gold https://t.co/XYpW930UpX"
"85","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"86","Best #ValentinesDay gift. Ever.
#deadpool 
#ebgames
#geek
#tinygeek https://t.co/fkcW32fYQ3"
"87","https://t.co/D6henQX0oo https://t.co/ECj3dvcdPZ"
"88","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"89","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"90","RT @EBGamesCanada: Now available for pre-sale. Quantities limited. 

@GameOfThrones @OriginalFunko

https://t.co/2poEuuzu6Z https://t.co/OD…"
"91","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"92","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"93","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"94","Went to #ebgames to get a Mew code for the #Pokemon 20th anniversary but apparently they ran out and aren't getting more. Disappointing."
"95","RT @EBGamesCanada: Now available for pre-sale. Quantities limited. 

@GameOfThrones @OriginalFunko

https://t.co/2poEuuzu6Z https://t.co/OD…"
"96","RT @samandfuzzy: I think it's funny that my local ebgames is now a full 20% vinyl pop figures https://t.co/fh1nyCiCfo"
"97","RT @samandfuzzy: I think it's funny that my local ebgames is now a full 20% vinyl pop figures https://t.co/fh1nyCiCfo"
"98","RT @GameDealsCanada: Assassin's Creed: Syndicate (X1) is $39.99 (50% off) @ EB Games - https://t.co/scLhlsO3Dg https://t.co/xvUuSysDLK"
"99","I think it's funny that my local ebgames is now a full 20% vinyl pop figures https://t.co/fh1nyCiCfo"
"100","Avis aux pokémaster, Mew pour le jeu X,Y, OR et AS au ebgames avant le 24 février."
"101","RT @GameDealsCanada: Grand Theft Auto V is $39.99 ($30 off) @ EB Games - PS4: https://t.co/aZ8pHEYW9P, X1: https://t.co/9OvGPbsmrA https://…"
"102","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"103","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"104","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"105","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"106","RT @GameDealsCanada: Star Wars: Battlefront is $59.99 ($20 off) @ EB Games - PS4: https://t.co/j4uIagawQN, X1: https://t.co/s3jt34t1SE http…"
"107","RT @EBGamesCanada: Anyone checking out @deadpoolmovie this weekend? We have an exclusive @OriginalFunko!

https://t.co/dWRCbs6d1S https://t…"
"108","@GamerDysphoria @SEGA EBGames.ca shows the armoured case so you're in luck!"
"109","Star Wars: Battlefront is $59.99 ($20 off) @ EB Games - PS4: https://t.co/j4uIagawQN, X1: https://t.co/s3jt34t1SE https://t.co/aMYm9d484k"
"110","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"111","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"112","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"113","RT @GameDealsCanada: Assassin's Creed: Syndicate (X1) is $39.99 (50% off) @ EB Games - https://t.co/scLhlsO3Dg https://t.co/xvUuSysDLK"
"114","Assassin's Creed: Syndicate (X1) is $39.99 (50% off) @ EB Games - https://t.co/scLhlsO3Dg https://t.co/xvUuSysDLK"
"115","Grand Theft Auto V is $39.99 ($30 off) @ EB Games - PS4: https://t.co/aZ8pHEYW9P, X1: https://t.co/9OvGPbsmrA https://t.co/It8SIeYbep"
"116","RT @EBGamesCanada: Now available for pre-sale. Quantities limited. 

@GameOfThrones @OriginalFunko

https://t.co/2poEuuzu6Z https://t.co/OD…"
"117","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"118","RT @EBGamesCanada: Now available for pre-sale. Quantities limited. 

@GameOfThrones @OriginalFunko

https://t.co/2poEuuzu6Z https://t.co/OD…"
"119","RT @EBGamesCanada: Anyone checking out @deadpoolmovie this weekend? We have an exclusive @OriginalFunko!

https://t.co/dWRCbs6d1S https://t…"
"120","RT @EBGamesCanada: Now available for pre-sale. Quantities limited. 

@GameOfThrones @OriginalFunko

https://t.co/2poEuuzu6Z https://t.co/OD…"
"121","Now available for pre-sale. Quantities limited. 

@GameOfThrones @OriginalFunko

https://t.co/2poEuuzu6Z https://t.co/ODBbKQpsWi"
"122","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"123","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"124","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"125","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"126","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"127","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"128","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"129","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"130","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"131","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"132","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"133","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"134","RT @EBGamesCanada: Anyone checking out @deadpoolmovie this weekend? We have an exclusive @OriginalFunko!

https://t.co/dWRCbs6d1S https://t…"
"135","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"136","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"137","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"138","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"139","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"140","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"141","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"142","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"143","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"144","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"145","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"146","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"147","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"148","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"149","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"150","Shiiiiit son. As you can see I went to #EBGames and bought 2 packs of the two series of… https://t.co/1ilQVHROXf"
"151","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"152","RT @EBGamesCanada: Anyone checking out @deadpoolmovie this weekend? We have an exclusive @OriginalFunko!

https://t.co/dWRCbs6d1S https://t…"
"153","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"154","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"155","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"156","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"157","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"158","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"159","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"160","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"161","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"162","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"163","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"164","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"165","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"166","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"167","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"168","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"169","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"170","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"171","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"172","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"173","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"174","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"175","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"176","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"177","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"178","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"179","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"180","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"181","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"182","Anyone checking out @deadpoolmovie this weekend? We have an exclusive @OriginalFunko!

https://t.co/dWRCbs6d1S https://t.co/Sd6GI1f3iy"
"183","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"184","@GameDealsCanada grand their auto 5 is 39.99$ at EB Games on PS4 and Xbox One.  https://t.co/vv50mDZNPn"
"185","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"186","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"187","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"188","RT @EBGamesCanada: We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https:/…"
"189","We've got the @RockstarGames hit GTA V on sale for $39.99 for a limited time. Save $30.

https://t.co/GuNTWIJVdZ https://t.co/8RyTA1XOYz"
"190","The only way to play #nintendo #supersmashbros #retaillife #retrogamestores #miltonon #ebgames… https://t.co/EmPkW4vLPx"
"191","@Squantoon Yes! Sorry for the misunderstanding. I managed an EBgames for 2 years, got wrapped up in the culture. I hate it in hindsight...."
